Title,Director,Stars,IMDb-Rating,Genres,Duration,Censor-board-rating,ReleaseYear
The Grapes of Wrath,JohnFord,"HenryFonda, JaneDarwell, JohnCarradine, CharleyGrapewin",8.1,Drama,129min,,1940
Cape Fear,J.LeeThompson,"GregoryPeck, RobertMitchum, PollyBergen, LoriMartin",7.7,"Drama,Thriller",106min,A,1962
Kurenai no buta,HayaoMiyazaki,"ShûichirôMoriyama, TokikoKatô, BunshiKatsuraVi, TsunehikoKamijô",7.7,"Animation,Adventure,Comedy",94min,U,1992
Festen,ThomasVinterberg,"UlrichThomsen, HenningMoritzen, ThomasBoLarsen, PaprikaSteen",8.1,Drama,105min,R,1998
Bajrangi Bhaijaan,KabirKhan,"SalmanKhan, HarshaaliMalhotra, NawazuddinSiddiqui, KareenaKapoor",8.1,"Action,Adventure,Comedy",163min,UA,2015
Guess Whos Coming to Dinner,StanleyKramer,"SpencerTracy, SidneyPoitier, KatharineHepburn, KatharineHoughton",7.8,"Comedy,Drama",108min,,1967
Miracle in Cell No. 7,MehmetAdaÖztekin,"ArasBulutIynemli, NisaSofiyaAksongur, DenizBaysal, CelileToyonUysal",8.2,Drama,132min,,2019
Notorious,AlfredHitchcock,"CaryGrant, IngridBergman, ClaudeRains, LouisCalhern",7.9,"Drama,Film-Noir,Romance",102min,U,1946
Whos Afraid of Virginia Woolf?,MikeNichols,"ElizabethTaylor, RichardBurton, GeorgeSegal, SandyDennis",8,Drama,131min,A,1966
Gaslight,GeorgeCukor,"CharlesBoyer, IngridBergman, JosephCotten, MayWhitty",7.8,"Crime,Drama,Mystery",114min,,1944
La planète sauvage,RenéLaloux,"BarryBostwick, JenniferDrake, EricBaugin, JeanTopart",7.7,"Animation,Sci-Fi",72min,U,1973
Ladri di biciclette,VittorioDeSica,"LambertoMaggiorani, EnzoStaiola, LianellaCarell, ElenaAltieri",8.3,Drama,89min,U,1948
25th Hour,SpikeLee,"EdwardNorton, BarryPepper, PhilipSeymourHoffman, RosarioDawson",7.6,Drama,135min,R,2002
Trois couleurs: Bleu,KrzysztofKieslowski,"JulietteBinoche, ZbigniewZamachowski, JulieDelpy, BenoîtRégent",7.9,"Drama,Music,Mystery",94min,U,1993
À bout de souffle,Jean-LucGodard,"Jean-PaulBelmondo, JeanSeberg, DanielBoulanger, Henri-JacquesHuet",7.7,"Crime,Drama",90min,U,1960
The Big Heat,FritzLang,"GlennFord, GloriaGrahame, JocelynBrando, AlexanderScourby",7.9,"Crime,Film-Noir,Thriller",89min,,1953
Loving Vincent,"DorotaKobiela,",", DouglasBooth, JeromeFlynn, RobertGulaczyk, HelenMcCrory",7.8,"Animation,Biography,Crime",94min,UA,2017
Freaks,TodBrowning,"WallaceFord, LeilaHyams, OlgaBaclanova, RoscoeAtes",7.9,"Drama,Horror",64min,,1932
Mimi wo sumaseba,YoshifumiKondô,"YokoHonna, IsseyTakahashi, TakashiTachibana, ShigeruMuroi",7.9,"Animation,Drama,Family",111min,U,1995
Chugyeokja,NaHong-jin,"KimYoon-seok, HaJung-woo, Yeong-hieSeo, KimYoo-jeong",7.8,"Action,Crime,Drama",125min,,2008
United 93,PaulGreengrass,"DavidAlanBasche, OliviaThirlby, LizaColón-Zayas, J.J.Johnson",7.6,"Action,Drama,History",111min,UA,2006
Shershaah,Vishnuvardhan,"SidharthMalhotra, KiaraAdvani, ShivPanditt, PranayPachauri",8.4,"Action,Biography,Drama",135min,UA,2021
Trois couleurs: Rouge,KrzysztofKieslowski,"IrèneJacob, Jean-LouisTrintignant, FrédériqueFeder, Jean-PierreLorit",8.1,"Drama,Mystery,Romance",99min,U,1994
Perfetti sconosciuti,PaoloGenovese,"GiuseppeBattiston, AnnaFoglietta, MarcoGiallini, EdoardoLeo",7.7,"Comedy,Drama",96min,,2016
Hedwig and the Angry Inch,JohnCameronMitchell,"JohnCameronMitchell, MiriamShor, StephenTrask, TheodoreLiscinski",7.7,"Comedy,Drama,Music",95min,R,2001
Bacheha-Ye aseman,MajidMajidi,"MohammadAmirNaji, AmirFarrokhHashemian, BahareSeddiqi, NafiseJafar-Mohammadi",8.2,"Drama,Family,Sport",89min,PG,1997
The Verdict,SidneyLumet,"PaulNewman, CharlotteRampling, JackWarden, JamesMason",7.7,Drama,129min,U,1982
The Day the Earth Stood Still,RobertWise,"MichaelRennie, PatriciaNeal, HughMarlowe, SamJaffe",7.8,"Drama,Sci-Fi",92min,U,1951
Lat sau san taam,JohnWoo,"ChowYun-Fat, TonyChiu-WaiLeung, TeresaMo, PhilipChan",7.7,"Action,Crime,Thriller",128min,A,1992
Andhadhun,SriramRaghavan,"AyushmannKhurrana, Tabu, RadhikaApte, AnilDhawan",8.2,"Comedy,Crime,Music",139min,UA,2018
The Caine Mutiny,EdwardDmytryk,"HumphreyBogart, JoséFerrer, VanJohnson, FredMacMurray",7.7,"Drama,War",124min,U,1954
The Taking of Pelham One Two Three,JosephSargent,"WalterMatthau, RobertShaw, MartinBalsam, HectorElizondo",7.6,"Action,Crime,Thriller",104min,U,1974
Hannah and Her Sisters,WoodyAllen,"MiaFarrow, DianneWiest, MichaelCaine, BarbaraHershey",7.9,"Comedy,Drama",107min,,1986
Zerkalo,AndreiTarkovsky,"MargaritaTerekhova, FilippYankovskiy, IgnatDaniltsev, OlegYankovskiy",8,"Biography,Drama",107min,,1975
The Worlds Fastest Indian,RogerDonaldson,"AnthonyHopkins, DianeLadd, IainRea, TessaMitchell",7.8,"Biography,Drama,Sport",127min,U,2005
Ratsasan,RamKumar,"VishnuVishal, AmalaPaul, RadhaRavi, SangiliMurugan",8.3,"Crime,Drama,Mystery",170min,UA,2018
Anatomy of a Murder,OttoPreminger,"JamesStewart, LeeRemick, BenGazzara, ""ArthurOConnell""",8,"Drama,Mystery",161min,A,1959
Smultronstället,IngmarBergman,"VictorSjöström, BibiAndersson, IngridThulin, GunnarBjörnstrand",8.1,"Drama,Romance",91min,U,1957
Zindagi Na Milegi Dobara,ZoyaAkhtar,"HrithikRoshan, FarhanAkhtar, AbhayDeol, KatrinaKaif",8.1,"Comedy,Drama,Musical",155min,U,2011
Night on Earth,JimJarmusch,"WinonaRyder, GenaRowlands, LisanneFalk, AlanRandolphScott",7.7,"Comedy,Drama",129min,R,1991
City Lights,CharlesChaplin,"CharlesChaplin, VirginiaCherrill, FlorenceLee, HarryMyers",8.5,"Comedy,Drama,Romance",87min,G,1931
Les quatre cents coups,FrançoisTruffaut,"Jean-PierreLéaud, AlbertRémy, ClaireMaurier, GuyDecomble",8.1,"Crime,Drama",99min,U,1959
Control,AntonCorbijn,"SamRiley, SamanthaMorton, CraigParkinson, AlexandraMariaLara",7.7,"Biography,Drama,Music",122min,R,2007
Touch of Evil,OrsonWelles,"CharltonHeston, OrsonWelles, JanetLeigh, JosephCalleia",8,"Crime,Drama,Film-Noir",95min,PG-13,1958
Un long dimanche de fiançailles,Jean-PierreJeunet,"AudreyTautou, GaspardUlliel, JodieFoster, DominiquePinon",7.6,"Drama,Mystery,Romance",133min,U,2004
Good Bye Lenin!,WolfgangBecker,"DanielBrühl, KatrinSass, ChulpanKhamatova, FlorianLukas",7.7,"Comedy,Drama,Romance",121min,R,2003
Invasion of the Body Snatchers,DonSiegel,"KevinMcCarthy, DanaWynter, LarryGates, KingDonovan",7.7,"Drama,Horror,Sci-Fi",80min,,1956
Secrets & Lies,MikeLeigh,"TimothySpall, BrendaBlethyn, PhyllisLogan, ClaireRushbrook",8,"Comedy,Drama",136min,U,1996
Ikiru,AkiraKurosawa,"TakashiShimura, NobuoKaneko, ""ShinichiHimori,"", HaruoTanaka",8.3,Drama,143min,U,1952
La double vie de Véronique,KrzysztofKieslowski,"IrèneJacob, WladyslawKowalski, HalinaGryglaszewska, KalinaJedrusik",7.7,"Drama,Fantasy,Music",98min,R,1991
The African Queen,JohnHuston,"HumphreyBogart, KatharineHepburn, RobertMorley, PeterBull",7.7,"Adventure,Drama,Romance",105min,U,1951
The Killing,StanleyKubrick,"SterlingHayden, ColeenGray, VinceEdwards, JayC.Flippen",8,"Crime,Drama,Film-Noir",84min,,1956
Mou gaan dou,"AndrewLau,",", AndyLau, TonyChiu-WaiLeung, AnthonyChau-SangWong, EricTsang",8,"Action,Crime,Drama",101min,UA,2002
Cat on a Hot Tin Roof,RichardBrooks,"ElizabethTaylor, PaulNewman, BurlIves, JackCarson",7.9,Drama,108min,A,1958
Pather Panchali,SatyajitRay,"KanuBannerjee, KarunaBannerjee, SubirBanerjee, ChunibalaDevi",8.3,Drama,125min,U,1955
Un prophète,JacquesAudiard,"TaharRahim, NielsArestrup, AdelBencherif, RedaKateb",7.8,"Crime,Drama",155min,A,2009
Todo sobre mi madre,PedroAlmodóvar,"CeciliaRoth, MarisaParedes, CandelaPeña, AntoniaSanJuan",7.8,Drama,101min,R,1999
The Lion in Winter,AnthonyHarvey,"""PeterOToole,"", KatharineHepburn, AnthonyHopkins, JohnCastle",7.9,"Biography,Drama,History",134min,U,1968
"Aguirre, der Zorn Gottes",WernerHerzog,"KlausKinski, RuyGuerra, HelenaRojo, DelNegro",7.9,"Action,Adventure,Biography",95min,,1972
Z,Costa-Gavras,"YvesMontand, IrenePapas, Jean-LouisTrintignant, FrançoisPérier",8.2,"Crime,Drama,Thriller",127min,M/PG,1969
The Innocents,JackClayton,"DeborahKerr, PeterWyngarde, MegsJenkins, MichaelRedgrave",7.8,Horror,100min,A,1961
Das weiße Band - Eine deutsche Kindergeschichte,MichaelHaneke,"ChristianFriedel, ErnstJacobi, LeonieBenesch, UlrichTukur",7.8,"Drama,Mystery,Thriller",144min,UA,2009
Fitzcarraldo,WernerHerzog,"KlausKinski, ClaudiaCardinale, JoséLewgoy, MiguelÁngelFuentes",8,"Adventure,Drama",158min,,1982
His Girl Friday,HowardHawks,"CaryGrant, RosalindRussell, RalphBellamy, GeneLockhart",7.8,"Comedy,Drama,Romance",92min,,1940
The Adventures of Robin Hood,"MichaelCurtiz,",", ErrolFlynn, OliviadeHavilland, BasilRathbone, ClaudeRains",7.9,"Action,Adventure,Romance",102min,PG,1938
Lilja 4-ever,LukasMoodysson,"OksanaAkinshina, ArtyomBogucharskiy, PavelPonomaryov, LyubovAgapova",7.8,"Crime,Drama",109min,R,2002
Drishyam,NishikantKamat,"AjayDevgn, ShriyaSaran, Tabu, RajatKapoor",8.2,"Crime,Drama,Mystery",163min,UA,2015
Il conformista,BernardoBertolucci,"Jean-LouisTrintignant, StefaniaSandrelli, GastoneMoschin, EnzoTarascio",7.9,Drama,113min,UA,1970
The Man Who Would Be King,JohnHuston,"SeanConnery, MichaelCaine, ChristopherPlummer, SaeedJaffrey",7.8,"Adventure,History,War",129min,U,1975
All Quiet on the Western Front,LewisMilestone,"LewAyres, LouisWolheim, JohnWray, ArnoldLucy",8.1,"Drama,War",152min,U,1930
Le salaire de la peur,Henri-GeorgesClouzot,"YvesMontand, CharlesVanel, PetervanEyck, FolcoLulli",8.2,"Adventure,Drama,Thriller",131min,U,1953
Under sandet,MartinZandvliet,"RolandMøller, LouisHofmann, JoelBasman, MikkelBoeFølsgaard",7.8,"Drama,History,War",100min,R,2015
Ayla: The Daughter of War,"CanUlkay,",", ÇetinTekindor, IsmailHacioglu, Kyung-jinLee, KimSeol",8.3,"Biography,Drama,History",,125min,2017
Leviafan,AndreyZvyagintsev,"AlekseySerebryakov, ElenaLyadova, RomanMadyanov, VladimirVdovichenkov",7.6,"Crime,Drama",140min,R,2014
Lagaan: Once Upon a Time in India,AshutoshGowariker,"AamirKhan, RaghuvirYadav, GracySingh, RachelShelley",8.1,"Drama,Musical,Sport",224min,U,2001
Miracle on 34th Street,GeorgeSeaton,"EdmundGwenn, ""MaureenOHara,"", JohnPayne, GeneLockhart",7.9,"Comedy,Drama,Family",96min,NA,1947
Amarcord,FedericoFellini,"MagaliNoël, BrunoZanin, PupellaMaggio, ArmandoBrancia",7.9,"Comedy,Drama",123min,NA,1973
Arsenic and Old Lace,FrankCapra,"CaryGrant, PriscillaLane, RaymondMassey, JackCarson",7.9,"Comedy,Crime,Thriller",118min,NA,1943
In Cold Blood,RichardBrooks,"RobertBlake, ScottWilson, JohnForsythe, PaulStewart",7.9,"Biography,Crime,Drama",134min,NA,1967
Andrei Rublev,AndreiTarkovsky,"AnatoliySolonitsyn, IvanLapikov, NikolayGrinko, NikolaySergeev",8,"Biography,Drama,History",205min,NA,1966
To Have and Have Not,HowardHawks,"HumphreyBogart, LaurenBacall, WalterBrennan, DoloresMoran",7.8,"Adventure,Comedy,Film-Noir",100min,PG,1944
Repulsion,RomanPolanski,"CatherineDeneuve, IanHendry, JohnFraser, YvonneFurneaux",7.6,"Drama,Horror,Thriller",105min,NA,1965
Il gattopardo,LuchinoVisconti,"BurtLancaster, AlainDelon, ClaudiaCardinale, PaoloStoppa",8,"Drama,History",186min,NA,1963
Gully Boy,ZoyaAkhtar,"RanveerSingh, AliaBhatt, SiddhantChaturvedi, VijayRaaz",7.9,"Drama,Music,Romance",154min,UA,2019
Ba wang bie ji,KaigeChen,"LeslieCheung, FengyiZhang, GongLi, YouGe",8.1,"Drama,Music,Romance",171min,R,1993
The Asphalt Jungle,JohnHuston,"SterlingHayden, LouisCalhern, JeanHagen, JamesWhitmore",7.8,"Crime,Drama,Film-Noir",112min,,1950
Song of the Sea,TommMoore,"DavidRawle, BrendanGleeson, LisaHannigan, FionnulaFlanagan",8,"Animation,Adventure,Drama",93min,PG,2014
Le Samouraï,Jean-PierreMelville,"AlainDelon, FrançoisPérier, NathalieDelon, CathyRosier",8,"Crime,Drama",105min,,1967
Ôkami kodomo no Ame to Yuki,MamoruHosoda,"AoiMiyazaki, TakaoOsawa, HaruKuroki, YukitoNishii",8.1,"Animation,Drama,Family",117min,U,2012
Tropa de Elite,JoséPadilha,"WagnerMoura, AndréRamiro, CaioJunqueira, MilhemCortaz",8,"Action,Crime,Drama",115min,R,2007
Omoide no Mânî,HiromasaYonebayashi,"SaraTakatsuki, KasumiArimura, NanakoMatsushima, SusumuTerajima",7.7,"Animation,Drama,Family",103min,U,2014
Kaguya-hime no monogatari,IsaoTakahata,"ChloëGraceMoretz, JamesCaan, MarySteenburgen, JamesMarsden",8,"Animation,Drama,Family",137min,U,2013
Hoje Eu Quero Voltar Sozinho,DanielRibeiro,"GhilhermeLobo, FabioAudi, TessAmorim, LúciaRomano",7.9,"Drama,Romance",96min,NA,2014
Stalag 17,BillyWilder,"WilliamHolden, DonTaylor, OttoPreminger, RobertStrauss",8,"Comedy,Drama,War",120min,NA,1953
Dersu Uzala,AkiraKurosawa,"MaksimMunzuk, YuriySolomin, MikhailBychkov, VladimirKhrulyov",8.2,"Adventure,Biography,Drama",142min,U,1975
Bride of Frankenstein,JamesWhale,"BorisKarloff, ElsaLanchester, ColinClive, ValerieHobson",7.8,"Drama,Horror,Sci-Fi",75min,NA,1935
The 39 Steps,AlfredHitchcock,"RobertDonat, MadeleineCarroll, LucieMannheim, GodfreyTearle",7.6,"Crime,Mystery,Thriller",86min,NA,1935
Sacrifice,AndreiTarkovsky,"ErlandJosephson, SusanFleetwood, AllanEdwall, GuðrúnGísladóttir",7.9,Drama,149min,U,1986
The Kid,CharlesChaplin,"CharlesChaplin, EdnaPurviance, JackieCoogan, CarlMiller",8.3,"Comedy,Drama,Family",68min,NA,1921
"I, Daniel Blake",KenLoach,"DaveJohns, HayleySquires, SharonPercy, BrianaShann",7.8,Drama,100min,UA,2016
Asuran,Vetrimaaran,"Dhanush, ManjuWarrier, PrakashRaj, Pasupathy",8.5,"Action,Drama",141min,UA,2019
Gegen die Wand,FatihAkin,"BirolÜnel, SibelKekilli, GüvenKiraç, ZarahJaneMcKenzie",7.9,"Drama,Romance",121min,R,2004
Les parapluies de Cherbourg,JacquesDemy,"CatherineDeneuve, NinoCastelnuovo, AnneVernon, MarcMichel",7.8,"Drama,Musical,Romance",91min,NA,1964
My Name Is Khan,KaranJohar,"ShahRukhKhan, Kajol, SheetalMenon, KatieAmandaKeane",7.9,"Drama,Romance",165min,UA,2010
Key Largo,JohnHuston,"HumphreyBogart, EdwardG.Robinson, LaurenBacall, LionelBarrymore",7.7,"Action,Crime,Drama",100min,,1948
Tôkyô monogatari,YasujirôOzu,"ChishûRyû, ChiekoHigashiyama, SôYamamura, SetsukoHara",8.2,Drama,136min,U,1953
Laura,OttoPreminger,"GeneTierney, DanaAndrews, CliftonWebb, VincentPrice",7.9,"Drama,Film-Noir,Mystery",88min,,1944
Forushande,AsgharFarhadi,"TaranehAlidoosti, ShahabHosseini, BabakKarimi, MinaSadati",7.7,Drama,124min,UA,2016
Le Petit Prince,MarkOsborne,"JeffBridges, MackenzieFoy, RachelMcAdams, MarionCotillard",7.7,"Animation,Adventure,Drama",108min,PG,2015
Philomena,StephenFrears,"JudiDench, SteveCoogan, SophieKennedyClark, MareWinningham",7.6,"Biography,Comedy,Drama",98min,PG-13,2013
Le scaphandre et le papillon,JulianSchnabel,"MathieuAmalric, EmmanuelleSeigner, Marie-JoséeCroze, AnneConsigny",8,"Biography,Drama",112min,PG-13,2007
Shadow of a Doubt,AlfredHitchcock,"TeresaWright, JosephCotten, MacdonaldCarey, HenryTravers",7.8,"Film-Noir,Thriller",108min,NA,1943
The Red Shoes,"MichaelPowell,",", AntonWalbrook, MariusGoring, MoiraShearer, RobertHelpmann",8.1,"Drama,Music,Romance",135min,NA,1948
Mr. Smith Goes to Washington,FrankCapra,"JamesStewart, JeanArthur, ClaudeRains, EdwardArnold",8.1,"Comedy,Drama",129min,U,1939
The Lost Weekend,BillyWilder,"RayMilland, JaneWyman, PhillipTerry, HowardDaSilva",7.9,"Drama,Film-Noir",101min,NA,1945
Batman: Mask of the Phantasm,"KevinAltieri,","FrankPaur, DanRiba, EricRadomski, BruceTimm, , KevinConroy, DanaDelany, HartBochner, StacyKeach",7.8,"Animation,Action,Adventure",76min,PG,1993
The Message,MoustaphaAkkad,"AnthonyQuinn, IrenePapas, MichaelAnsara, JohnnySekka",8.1,"Biography,Drama,History",177min,NA,1976
Article 15,AnubhavSinha,"AyushmannKhurrana, Nassar, ManojPahwa, KumudMishra",8.2,"Crime,Drama,Mystery",130min,UA,2019
"4 luni, 3 saptamâni si 2 zile",CristianMungiu,"AnamariaMarinca, LauraVasiliu, VladIvanov, AlexandruPotocean",7.9,Drama,113min,NA,2007
Mildred Pierce,MichaelCurtiz,"JoanCrawford, JackCarson, ZacharyScott, EveArden",8,"Crime,Drama,Film-Noir",111min,NA,1945
Mar adentro,AlejandroAmenábar,"JavierBardem, BelénRueda, LolaDueñas, MabelRivera",8,"Biography,Drama",126min,U,2004
Red River,"HowardHawks,",", JohnWayne, MontgomeryClift, JoanneDru, WalterBrennan",7.8,"Drama,Western",133min,NA,1948
Jûbê ninpûchô,YoshiakiKawajiri,"KôichiYamadera, EmiShinohara, TakeshiAono, OsamuSaka",7.8,"Animation,Action,Adventure",94min,A,1993
Underground,EmirKusturica,"""PredragMikiManojlovic,"", LazarRistovski, MirjanaJokovic, SlavkoStimac",8.1,"Comedy,Drama,Fantasy",170min,NA,1995
Scarface,"HowardHawks,",", PaulMuni, AnnDvorak, KarenMorley, OsgoodPerkins",7.7,"Action,Crime,Drama",93min,NA,1932
Dare mo shiranai,HirokazuKoreeda,"YûyaYagira, AyuKitaura, HieiKimura, MomokoShimizu",8,Drama,141min,PG-13,2004
The Lady Vanishes,AlfredHitchcock,"MargaretLockwood, MichaelRedgrave, PaulLukas, MayWhitty",7.8,"Mystery,Thriller",96min,NA,1938
A Man for All Seasons,FredZinnemann,"PaulScofield, WendyHiller, RobertShaw, LeoMcKern",7.7,"Biography,Drama,History",120min,U,1966
Soorarai Pottru,SudhaKongara,"Suriya, PareshRawal, AparnaBalamurali, AchyuthKumar",8.7,Drama,153min,U,2020
Sweet Smell of Success,AlexanderMackendrick,"BurtLancaster, TonyCurtis, SusanHarrison, MartinMilner",8,"Drama,Film-Noir",96min,U,1957
Cowboy Bebop: Tengoku no tobira,"""ShinichirôWatanabe,""","HiroyukiOkiura, YoshiyukiTakei, , BeauBillingslea, MelissaFahn, NicholasGuest, KôichiYamadera",7.8,"Animation,Action,Crime",115min,U,2001
96,C.PremKumar,"VijaySethupathi, AdithyaBhaskar, TrishaKrishnan, GouriKishan",8.4,"Drama,Romance",158min,U,2018
Tam e guilass,AbbasKiarostami,"HomayounErshadi, AbdolrahmanBagheri, AfshinKhorshidBakhtiari, SafarAliMoradi",7.7,Drama,95min,NA,1997
Persepolis,"VincentParonnaud,",", ChiaraMastroianni, CatherineDeneuve, GenaRowlands, DanielleDarrieux",8,"Animation,Biography,Drama",96min,PG-13,2007
Ondskan,MikaelHåfström,"AndreasWilson, HenrikLundström, GustafSkarsgård, LindaZilliacus",7.7,Drama,113min,NA,2003
Harvey,HenryKoster,"JamesStewart, WallaceFord, WilliamH.Lynn, VictoriaHorne",7.9,"Comedy,Drama,Fantasy",104min,NA,1950
Frost/Nixon,RonHoward,"FrankLangella, MichaelSheen, KevinBacon, SamRockwell",7.7,"Biography,Drama,History",122min,U,2008
Das Experiment,OliverHirschbiegel,"MoritzBleibtreu, ChristianBerkel, OliverStokowski, WotanWilkeMöhring",7.7,"Drama,Thriller",120min,R,2001
La passion de Jeanne dArc,CarlTheodorDreyer,"MariaFalconetti, EugeneSilvain, AndréBerley, MauriceSchutz",8.2,"Biography,Drama,History",110min,NA,1928
The Station Agent,TomMcCarthy,"PeterDinklage, PatriciaClarkson, BobbyCannavale, PaulBenjamin",7.6,"Comedy,Drama",89min,R,2003
The General,"ClydeBruckman,",", BusterKeaton, MarionMack, GlenCavender, JimFarley",8.2,"Action,Adventure,Comedy",67min,NA,1926
Kakushi-toride no san-akunin,AkiraKurosawa,"ToshirôMifune, MisaUehara, MinoruChiaki, KamatariFujiwara",8.1,"Action,Adventure,Drama",139min,NA,1958
Shine,ScottHicks,"GeoffreyRush, ArminMueller-Stahl, JustinBraine, SoniaTodd",7.7,"Biography,Drama,Music",105min,NotRated,1996
Yeopgijeogin geunyeo,Jae-youngKwak,"Tae-HyunCha, JunJi-hyun, In-munKim, SongWok-suk",8,"Comedy,Drama,Romance",137min,NA,2001
Wait Until Dark,TerenceYoung,"AudreyHepburn, AlanArkin, RichardCrenna, EfremZimbalistJr.",7.7,Thriller,108min,A,1967
The Invisible Man,JamesWhale,"ClaudeRains, GloriaStuart, WilliamHarrigan, HenryTravers",7.6,"Horror,Sci-Fi",71min,,1933
La Strada,FedericoFellini,"AnthonyQuinn, GiuliettaMasina, RichardBasehart, AldoSilvani",8,Drama,108min,,1954
Efter brylluppet,SusanneBier,"MadsMikkelsen, SidseBabettKnudsen, RolfLassgård, NeeralMulchandani",7.7,Drama,120min,R,2006
Nostalgia,AndreiTarkovsky,"OlegYankovskiy, ErlandJosephson, DomizianaGiordano, PatriziaTerreno",8,Drama,125min,NA,1983
The Lunchbox,RiteshBatra,"IrrfanKhan, NimratKaur, NawazuddinSiddiqui, LilleteDubey",7.8,"Drama,Romance",104min,U,2013
Kokuhaku,TetsuyaNakashima,"TakakoMatsu, YoshinoKimura, MasakiOkada, YukitoNishii",7.7,"Drama,Thriller",106min,NA,2010
In a Lonely Place,NicholasRay,"HumphreyBogart, GloriaGrahame, FrankLovejoy, CarlBentonReid",7.9,"Drama,Film-Noir,Mystery",94min,NA,1950
Super 30,VikasBahl,"HrithikRoshan, MrunalThakur, NandishSinghSandhu, VirendraSaxena",7.9,"Biography,Drama",154min,U,2019
Toki o kakeru shôjo,MamoruHosoda,"RiisaNaka, TakuyaIshida, MitsutakaItakura, AyamiKakiuchi",7.7,"Animation,Adventure,Comedy",98min,U,2006
The Broken Circle Breakdown,FelixvanGroeningen,"VeerleBaetens, JohanHeldenbergh, NellCattrysse, GeertVanRampelberg",7.7,"Drama,Music,Romance",111min,NA,2012
Il postino,"MichaelRadford,",", MassimoTroisi, PhilippeNoiret, MariaGraziaCucinotta, RenatoScarpa",7.7,"Biography,Comedy,Drama",108min,NotRated,1994
Peeping Tom,MichaelPowell,"KarlheinzBöhm, AnnaMassey, MoiraShearer, MaxineAudley",7.6,"Drama,Horror,Thriller",101min,NA,1960
Brief Encounter,DavidLean,"CeliaJohnson, TrevorHoward, StanleyHolloway, JoyceCarey",8,"Drama,Romance",86min,U,1945
Kis Uykusu,NuriBilgeCeylan,"HalukBilginer, MelisaSözen, DemetAkbag, AyberkPekcan",8,Drama,196min,NA,2014
Sunrise: A Song of Two Humans,F.W.Murnau,"""GeorgeOBrien,"", JanetGaynor, MargaretLivingston, BodilRosing",8.1,"Drama,Romance",94min,NA,1927
La battaglia di Algeri,GilloPontecorvo,"BrahimHadjadj, JeanMartin, YacefSaadi, SamiaKerbash",8.1,"Drama,War",121min,NA,1966
Bringing Up Baby,HowardHawks,"KatharineHepburn, CaryGrant, CharlesRuggles, WalterCatlett",7.8,Comedy,102min,NA,1938
Bronenosets Potemkin,SergeiEisenstein,"AleksandrAntonov, VladimirBarskiy, GrigoriyAleksandrov, IvanBobrov",8,"Drama,History,Thriller",75min,NA,1925
Les yeux sans visage,GeorgesFranju,"PierreBrasseur, AlidaValli, JulietteMayniel, AlexandreRignault",7.6,"Drama,Horror",90min,NotRated,1960
"Crna macka, beli macor",EmirKusturica,"BajramSeverdzan, ""SrdjanZikaTodorovic,"", BrankaKatic, FlorijanAjdini",8,"Comedy,Crime,Romance",127min,R,1998
Hiroshima mon amour,AlainResnais,"EmmanuelleRiva, EijiOkada, StellaDassas, PierreBarbaud",7.9,"Drama,Romance",90min,,1959
Les choristes,ChristopheBarratier,"GérardJugnot, FrançoisBerléand, Jean-BaptisteMaunier, KadMerad",7.8,"Comedy,Drama,Music",97min,PG-13,2004
Bom yeoreum gaeul gyeoul geurigo bom,KimKi-duk,"KimKi-duk, OhYeong-su, Jong-hoKim, KimYoung-min",8,"Drama,Romance",103min,R,2003
Down by Law,JimJarmusch,"TomWaits, JohnLurie, RobertoBenigni, NicolettaBraschi",7.7,"Comedy,Crime,Drama",107min,,1986
Kumonosu-jô,AkiraKurosawa,"ToshirôMifune, MinoruChiaki, IsuzuYamada, TakashiShimura",8.1,"Drama,History",110min,U,1957
Sleuth,JosephL.Mankiewicz,"LaurenceOlivier, MichaelCaine, AlecCawthorne, JohnMatthews",8,"Mystery,Thriller",138min,,1972
Dip huet seung hung,JohnWoo,"ChowYun-Fat, DannyLee, SallyYeh, KongChu",7.8,"Action,Crime,Drama",111min,R,1989
Le charme discret de la bourgeoisie,LuisBuñuel,"FernandoRey, DelphineSeyrig, PaulFrankeur, BulleOgier",7.8,Comedy,102min,NA,1972
Gongdong gyeongbi guyeok JSA,ParkChan-wook,"LeeYeong-ae, LeeByung-hun, SongKang-ho, KimTae-Woo",7.8,"Action,Drama,Thriller",110min,NA,2000
Darbareye Elly,"AsgharFarhadi,",", GolshiftehFarahani, ShahabHosseini, TaranehAlidoosti, ""MerilaZarei""",7.9,"Drama,Mystery",119min,NA,2009
You Cant Take It with You,FrankCapra,"JeanArthur, JamesStewart, LionelBarrymore, EdwardArnold",7.8,"Comedy,Drama,Romance",126min,NA,1938
The Purple Rose of Cairo,WoodyAllen,"MiaFarrow, JeffDaniels, DannyAiello, IrvingMetzman",7.7,"Comedy,Fantasy,Romance",82min,U,1985
Viskningar och rop,IngmarBergman,"HarrietAndersson, LivUllmann, KariSylwan, IngridThulin",8,Drama,91min,A,1972
The Gold Rush,CharlesChaplin,"CharlesChaplin, MackSwain, TomMurray, HenryBergman",8.2,"Adventure,Comedy,Drama",95min,NA,1925
Les diaboliques,Henri-GeorgesClouzot,"SimoneSignoret, VéraClouzot, PaulMeurisse, CharlesVanel",8.1,"Crime,Drama,Horror",117min,NA,1955
